 id_filial                                                               descricao  empresa               desc_empresa  id_produto  id_epi                       descricao_produto  id_tamanho qtde_entrada saldoestoque             dataentrada
        26                               MATEUS SUPERMERCADOS S.A. MIX NOVA MARABA        2       MATEUS SUPERMERCADOS       52780      19             BOTA COM BICO DE ACO TAM 40          20     3.000000     0.000000 2016-05-10 10:02:37.417
        22                     MATEUS SUPERMERCADOS S.A. SUPER IMPERIAL IMPERATRIZ        2       MATEUS SUPERMERCADOS      149455      22          BOTA HIDROFUGADA BRANCA TAM 40          20     1.000000     0.000000 2013-09-24 10:01:52.703
        26                               MATEUS SUPERMERCADOS S.A. MIX NOVA MARABA        2       MATEUS SUPERMERCADOS      149390      24            BOTA WORK BOOT MARRON TAM 38          18     1.000000     0.000000 2015-09-14 13:20:21.110
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS       52701      13                    LUVA MALHA ACO TAM M           3     5.000000     0.000000 2015-03-30 19:10:00.900
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS       89961      21       BOTA PVC CANO MEDIO BRANCA TAM 40          20     2.000000     0.000000 2016-04-23 18:40:49.867
        22                     MATEUS SUPERMERCADOS S.A. SUPER IMPERIAL IMPERATRIZ        2       MATEUS SUPERMERCADOS      149337      21       BOTA PVC CANO MEDIO BRANCA TAM 34          14     1.000000     0.000000 2015-11-17 12:20:06.427
        95                                MATEUS SUPERMERCADOS S.A. MIX TAMANDARE         2       MATEUS SUPERMERCADOS       52397      23        BOTA COM BICO DE PLASTICO TAM 45          25     1.000000     0.000000 2015-08-18 16:10:16.960
        18                                MATEUS SUPERMERCADOS S.A. SUPER COHATRAC        2       MATEUS SUPERMERCADOS       52701      13                    LUVA MALHA ACO TAM M           3     1.000000     0.000000 2015-10-30 19:40:00.277
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS       51957      23        BOTA COM BICO DE PLASTICO TAM 34          14     5.000000     0.000000 2014-12-23 22:00:16.423
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS       52781      19             BOTA COM BICO DE ACO TAM 42          22     1.000000     0.000000 2015-12-16 13:11:12.317
        91                                MATEUS SUPERMERCADOS S.A. MIX SANTA INES        2       MATEUS SUPERMERCADOS       89953      26            CALCA FRIGORIFICA AZUL TAM M           3     2.000000     0.000000 2016-01-22 11:20:17.647
         2                              MATEUS SUPERMERCADOS S.A. SUPER RUA CEARA         2       MATEUS SUPERMERCADOS       52782      19             BOTA COM BICO DE ACO TAM 41          21     1.000000     0.000000 2016-04-16 13:40:53.093
        23                              MATEUS SUPERMERCADOS S.A. SUPER CAJAZEIRAS        2       MATEUS SUPERMERCADOS       52781      19             BOTA COM BICO DE ACO TAM 42          22     1.000000     0.000000 2015-08-01 20:20:01.760
        13                                MATEUS SUPERMERCADOS S.A. ELETRO BACURI         2       MATEUS SUPERMERCADOS       52774      19             BOTA COM BICO DE ACO TAM 36          16     1.000000     0.000000 2013-12-11 09:34:10.283
        22                     MATEUS SUPERMERCADOS S.A. SUPER IMPERIAL IMPERATRIZ        2       MATEUS SUPERMERCADOS       63281      29                 PROTETOR AURICULAR PLUG          11     4.000000     0.000000 2016-02-25 17:51:04.013
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS      240533      25          JAPONA FRIGORIFICA AZUL TAM XG           9     1.000000     1.000000 2024-02-24 17:36:25.867
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS      520431      76       BOTA COM BICO DE COMPOSITE TAM 40          20     2.000000     7.000000 2024-02-24 17:26:22.973
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS      149455      22          BOTA HIDROFUGADA BRANCA TAM 40          20     1.000000     4.000000 2024-02-24 17:26:24.013
        92                                   MATEUS SUPERMERCADOS S.A. MIX BACURI         2       MATEUS SUPERMERCADOS       89954      21       BOTA PVC CANO MEDIO BRANCA TAM 36          16     1.000000     0.000000 2015-12-05 10:15:51.737
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS       89953      26            CALCA FRIGORIFICA AZUL TAM M           3     5.000000     0.000000 2016-04-11 10:12:13.270
        18                                MATEUS SUPERMERCADOS S.A. SUPER COHATRAC        2       MATEUS SUPERMERCADOS       89959      21       BOTA PVC CANO MEDIO BRANCA TAM 38          18     1.000000     0.000000 2016-06-22 08:55:14.110
        30                                 MATEUS SUPERMERCADOS S.A. SUPER BACANGA        2       MATEUS SUPERMERCADOS       52378      23        BOTA COM BICO DE PLASTICO TAM 42          22     1.000000     0.000000 2016-05-17 08:40:42.123
        87                                   ARMAZEM MATEUS S.A. CD 87 DAVINOPOLIS        4         ARMAZEM MATEUS S.A      149455      22          BOTA HIDROFUGADA BRANCA TAM 40          20    10.000000     0.000000 2018-11-03 10:48:27.073
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS      174348      25           JAPONA FRIGORIFICA AZUL TAM G           4     2.000000     0.000000 2015-05-26 15:11:19.320
         2                              MATEUS SUPERMERCADOS S.A. SUPER RUA CEARA         2       MATEUS SUPERMERCADOS       89952       1      CAPACETE ABA FRONTA AMARELO C/CARN          11     8.000000     0.000000 2011-05-04 16:03:24.153
       119 INDUSTRIA DE PAES E MASSAS MATEUS LTDA. C PERECIVEIS MATEUS DAVINOPOLIS        1 INDUSTRIA DE MASSAS E PAES      193747      30                     PROTETOR AUD CONCHA          11    20.000000    19.000000 2024-02-14 16:23:28.893
       276                                    MATEUS SUPERMERCADOS S.A. MIX BENGUI        2       MATEUS SUPERMERCADOS      533608      96 BOTA COM BICO DE COMPOSITE MANUT TAM 40          20     1.000000     1.000000 2024-05-18 11:26:00.330
       276                                    MATEUS SUPERMERCADOS S.A. MIX BENGUI        2       MATEUS SUPERMERCADOS      149382      24            BOTA WORK BOOT MARRON TAM 36          16     1.000000     2.000000 2024-05-03 16:36:15.087
        30                                 MATEUS SUPERMERCADOS S.A. SUPER BACANGA        2       MATEUS SUPERMERCADOS      149439       7                 LUVA TERMICA P\FORNEIRO          11     1.000000     0.000000 2016-06-05 09:20:17.367
        23                              MATEUS SUPERMERCADOS S.A. SUPER CAJAZEIRAS        2       MATEUS SUPERMERCADOS       52101      23        BOTA COM BICO DE PLASTICO TAM 36          16     1.000000     0.000000 2016-06-23 14:31:49.890
        69                              MATEUS SUPERMERCADOS S.A. ELETRO PEDREIRAS        2       MATEUS SUPERMERCADOS       52780      19             BOTA COM BICO DE ACO TAM 40          20     4.000000     0.000000 2015-12-18 10:30:37.683
       116                                        ARMAZEM MATEUS SA - ITAPERA KM12        4         ARMAZEM MATEUS S.A      149425      24            BOTA WORK BOOT MARRON TAM 43          23     1.000000     0.000000 2018-08-06 10:49:50.060
       211                                MATEUS SUPERMERCADOS S.A. SUPER PIRIPIRI        2       MATEUS SUPERMERCADOS       89964      21       BOTA PVC CANO MEDIO BRANCA TAM 41          21         None     0.000000 2023-08-09 00:00:00.000
       267                                  MATEUS SUPERMERCADOS S.A. MIX BRAGANCA        2       MATEUS SUPERMERCADOS       89953      26            CALCA FRIGORIFICA AZUL TAM M           3         None     0.000000 2023-08-08 00:00:00.000
       267                                  MATEUS SUPERMERCADOS S.A. MIX BRAGANCA        2       MATEUS SUPERMERCADOS      243809      34         SAPATO STICK SHOE BRANCO TAM 38          18         None     0.000000 2023-08-02 00:00:00.000
       252                         MATEUS SUPERMERCADOS S.A. MIX TERESINA-NOVAFAPI        2       MATEUS SUPERMERCADOS      361262      80                        LUVA DE PU TAM M           3         None     0.000000 2023-08-09 00:00:00.000
       331                                 ARMAZEM MATEUS S.A. CD 331 SANTA ISABEL        4         ARMAZEM MATEUS S.A       52780      19             BOTA COM BICO DE ACO TAM 40          20         None     0.000000 2023-08-05 00:00:00.000
       268                               MATEUS SUPERMERCADOS S.A. MIX PARAGOMINAS        2       MATEUS SUPERMERCADOS      149452      22          BOTA HIDROFUGADA BRANCA TAM 39          19         None     0.000000 2023-08-09 00:00:00.000
       449                                  POSTERUS SUPERMERCADOS LTDA. GOIANESIA       15     POSTERUS SUPERMERCADOS       52333      23        BOTA COM BICO DE PLASTICO TAM 40          20         None     0.000000 2023-08-08 00:00:00.000
       252                         MATEUS SUPERMERCADOS S.A. MIX TERESINA-NOVAFAPI        2       MATEUS SUPERMERCADOS       63281      29                 PROTETOR AURICULAR PLUG          11         None     0.000000 2023-08-09 00:00:00.000
        51                                  MATEUS SUPERMERCADOS S.A. MIX MARITUBA        2       MATEUS SUPERMERCADOS       52698      44                MASCARA DESCARTAVEL PFF2          11         None     0.000000 2023-08-04 00:00:00.000
       271                                  MATEUS SUPERMERCADOS S.A. MIX FLORIANO        2       MATEUS SUPERMERCADOS       52780      19             BOTA COM BICO DE ACO TAM 40          20         None     0.000000 2023-08-11 00:00:00.000
       254                        MATEUS SUPERMERCADOS S.A. MIX PARQUE DOS CARAJAS        2       MATEUS SUPERMERCADOS      174348      25           JAPONA FRIGORIFICA AZUL TAM G           4         None     0.000000 2023-08-08 00:00:00.000
       466                          POSTERUS SUPERMERCADOS LTDA. CAMINO DOM ELISEU       15     POSTERUS SUPERMERCADOS      502326       3                        BALACLAVA BRANCA          11         None     0.000000 2023-08-09 00:00:00.000
        46                                 MATEUS SUPERMERCADOS S.A. SUPER MAGUARI        2       MATEUS SUPERMERCADOS      502326       3                        BALACLAVA BRANCA          11         None     0.000000 2023-08-03 00:00:00.000
       208                       MATEUS SUPERMERCADOS S.A. SUPER CANAA DOS CARAJAS        2       MATEUS SUPERMERCADOS      149457      22          BOTA HIDROFUGADA BRANCA TAM 42          22         None     0.000000 2023-08-11 00:00:00.000
        27                                    MATEUS SUPERMERCADOS S.A. SUPER TURU        2       MATEUS SUPERMERCADOS      149446      22          BOTA HIDROFUGADA BRANCA TAM 36          16     1.000000     0.000000 2016-04-21 10:00:39.020
         1                                  MATEUS SUPERMERCADOS S.A. HIPER BALSAS        2       MATEUS SUPERMERCADOS       52774      19             BOTA COM BICO DE ACO TAM 36          16     1.000000     0.000000 2016-03-26 11:04:01.247
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS       63281      29                 PROTETOR AURICULAR PLUG          11     1.000000     0.000000 2016-01-18 09:10:06.023
       115                                        ARMAZEM MATEUS S.A. CD 115 BELEM        4         ARMAZEM MATEUS S.A      243804      34         SAPATO STICK SHOE BRANCO TAM 33          13     2.000000     0.000000 2018-11-06 18:22:05.437
        16                                  MATEUS SUPERMERCADOS S.A. SUPER CALHAU        2       MATEUS SUPERMERCADOS       95171      74              LUVA NITRILICA VERDE TAM G           4     1.000000     0.000000 2016-04-28 11:20:05.263
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS       52698      44                MASCARA DESCARTAVEL PFF2          11     3.000000     0.000000 2015-08-29 14:20:07.133
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS       52003      23        BOTA COM BICO DE PLASTICO TAM 35          15     1.000000     0.000000 2024-01-08 17:09:16.143
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS      361281      80                       LUVA DE PU TAM GG           5     1.000000     7.000000 2024-01-08 12:40:09.727
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS      283346      90          SAPATO STICK SHOE PRETO TAM 38          18     2.000000     0.000000 2024-01-10 11:31:07.540
        29                           MATEUS SUPERMERCADOS S.A. MIX JARDIM TROPICAL        2       MATEUS SUPERMERCADOS       89964      21       BOTA PVC CANO MEDIO BRANCA TAM 41          21     2.000000     0.000000 2016-02-26 08:08:40.773
        28                               MATEUS SUPERMERCADOS S.A. MIX PARAUAPEBAS        2       MATEUS SUPERMERCADOS       89959      21       BOTA PVC CANO MEDIO BRANCA TAM 38          18     1.000000     0.000000 2016-03-29 11:43:32.937
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS       52735      28                         AVENTAL TERMICO          11     2.000000     0.000000 2016-05-25 15:20:22.337
        28                               MATEUS SUPERMERCADOS S.A. MIX PARAUAPEBAS        2       MATEUS SUPERMERCADOS      149455      22          BOTA HIDROFUGADA BRANCA TAM 40          20     1.000000     0.000000 2016-04-25 18:50:04.993
        28                               MATEUS SUPERMERCADOS S.A. MIX PARAUAPEBAS        2       MATEUS SUPERMERCADOS       89950      25           JAPONA FRIGORIFICA AZUL TAM M           3     4.000000     0.000000 2016-02-27 13:50:27.627
        31                             MATEUS SUPERMERCADOS S.A. SUPER PATIO NORTE        2       MATEUS SUPERMERCADOS       51479      26            CALCA FRIGORIFICA AZUL TAM G           4    15.000000     0.000000 2015-02-27 10:00:05.400
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS      149456      22          BOTA HIDROFUGADA BRANCA TAM 41          21     1.000000     0.000000 2014-12-29 15:00:28.157
        26                               MATEUS SUPERMERCADOS S.A. MIX NOVA MARABA        2       MATEUS SUPERMERCADOS      149452      22          BOTA HIDROFUGADA BRANCA TAM 39          19     1.000000     0.000000 2016-04-25 15:40:00.907
        27                                    MATEUS SUPERMERCADOS S.A. SUPER TURU        2       MATEUS SUPERMERCADOS      149405      24            BOTA WORK BOOT MARRON TAM 40          20     1.000000     0.000000 2013-07-17 11:55:30.923
        94                                    MATEUS SUPERMERCADOS S.A. MIX BALSAS        2       MATEUS SUPERMERCADOS       89969      21       BOTA PVC CANO MEDIO BRANCA TAM 44          24    10.000000     0.000000 2015-07-24 15:54:06.280
        66                          MATEUS SUPERMERCADOS S.A. ELETRO SAO FRANCISCO        2       MATEUS SUPERMERCADOS       89961      21       BOTA PVC CANO MEDIO BRANCA TAM 40          20     1.000000     0.000000 2013-05-08 17:29:20.647
        18                                MATEUS SUPERMERCADOS S.A. SUPER COHATRAC        2       MATEUS SUPERMERCADOS      149459      22          BOTA HIDROFUGADA BRANCA TAM 44          24     1.000000     0.000000 2016-06-24 08:21:11.590
        28                               MATEUS SUPERMERCADOS S.A. MIX PARAUAPEBAS        2       MATEUS SUPERMERCADOS       52781      19             BOTA COM BICO DE ACO TAM 42          22     3.000000     0.000000 2016-02-27 13:50:21.707
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS       52720      72                       LUVA P/FRIO TAM P           2    13.000000     0.000000 2013-08-29 12:15:40.800
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS       52779      19             BOTA COM BICO DE ACO TAM 37          17     3.000000     0.000000 2015-09-13 17:11:29.670
        30                                 MATEUS SUPERMERCADOS S.A. SUPER BACANGA        2       MATEUS SUPERMERCADOS       52333      23        BOTA COM BICO DE PLASTICO TAM 40          20     1.000000     0.000000 2016-05-24 14:50:52.717
         1                                  MATEUS SUPERMERCADOS S.A. HIPER BALSAS        2       MATEUS SUPERMERCADOS       52701      13                    LUVA MALHA ACO TAM M           3     2.000000     0.000000 2015-02-06 18:20:00.227
        18                                MATEUS SUPERMERCADOS S.A. SUPER COHATRAC        2       MATEUS SUPERMERCADOS       52397      23        BOTA COM BICO DE PLASTICO TAM 45          25     1.000000     0.000000 2016-02-15 10:42:25.723
        13                                MATEUS SUPERMERCADOS S.A. ELETRO BACURI         2       MATEUS SUPERMERCADOS       52776      19             BOTA COM BICO DE ACO TAM 38          18     1.000000     0.000000 2013-05-03 12:01:11.017
        10                                      MATEUS SUPERMERCADOS S.A. JARACATI        2       MATEUS SUPERMERCADOS       89966      21       BOTA PVC CANO MEDIO BRANCA TAM 42          22     1.000000     0.000000 2016-03-14 14:01:17.530
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS       95169      74              LUVA NITRILICA VERDE TAM P           2     1.000000     1.000000 2024-01-26 18:58:08.893
       290                            MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM        2       MATEUS SUPERMERCADOS      149425      24            BOTA WORK BOOT MARRON TAM 43          23     1.000000     1.000000 2024-01-31 09:55:34.783
        10                                      MATEUS SUPERMERCADOS S.A. JARACATI        2       MATEUS SUPERMERCADOS       63281      29                 PROTETOR AURICULAR PLUG          11     1.000000     0.000000 2016-06-24 08:56:53.300
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS       91257      81                  LUVA ALTA TENSAO 17 KV          11     1.000000     1.000000 2023-08-12 09:09:26.983
       285                                 MATEUS SUPERMERCADOS S.A. SUPER CRATEUS        2       MATEUS SUPERMERCADOS      514540      56                    MEIA TERMICA ALGODAO          11     1.000000     2.000000 2024-01-02 09:50:26.783
       508                       MATEUS SUPERMERCADOS S.A. MIX NOSSA SRA DA GLORIA        2       MATEUS SUPERMERCADOS       89959      21       BOTA PVC CANO MEDIO BRANCA TAM 38          18     1.000000     1.000000 2024-01-16 10:55:58.710
       203                               MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA        2       MATEUS SUPERMERCADOS      149365      23        BOTA COM BICO DE PLASTICO TAM 33          13     1.000000     1.000000 2023-12-02 18:30:39.547
        79                          MATEUS SUPERMERCADOS S.A. ELETRO LAGO DA PEDRA        2       MATEUS SUPERMERCADOS       52780      19             BOTA COM BICO DE ACO TAM 40          20     1.000000     0.000000 2016-02-27 13:00:01.837
         4                              MATEUS SUPERMERCADOS S.A. SUPER RUA GOIAS         2       MATEUS SUPERMERCADOS       52782      19             BOTA COM BICO DE ACO TAM 41          21     1.000000     0.000000 2016-04-02 18:23:20.140
        93                                   MATEUS SUPERMERCADOS S.A. MIX MAIOBAO        2       MATEUS SUPERMERCADOS       52381      23        BOTA COM BICO DE PLASTICO TAM 44          24     1.000000     0.000000 2016-03-19 19:20:14.647
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS      149419      24            BOTA WORK BOOT MARRON TAM 42          22     1.000000     0.000000 2015-05-09 19:50:03.593
        96                                MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO        2       MATEUS SUPERMERCADOS       52707      72                      LUVA P/FRIO TAM XG           9     1.000000     1.000000 2024-04-04 10:52:14.223
        96                                MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO        2       MATEUS SUPERMERCADOS       52701      13                    LUVA MALHA ACO TAM M           3     2.000000    22.000000 2024-04-04 15:09:48.380
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS       52707      72                      LUVA P/FRIO TAM XG           9     1.000000     5.000000 2024-03-30 09:18:47.857
        91                                MATEUS SUPERMERCADOS S.A. MIX SANTA INES        2       MATEUS SUPERMERCADOS       52701      13                    LUVA MALHA ACO TAM M           3     6.000000     0.000000 2013-08-22 08:31:20.270
        91                                MATEUS SUPERMERCADOS S.A. MIX SANTA INES        2       MATEUS SUPERMERCADOS       51479      26            CALCA FRIGORIFICA AZUL TAM G           4     4.000000     0.000000 2015-04-21 08:40:39.023
        29                           MATEUS SUPERMERCADOS S.A. MIX JARDIM TROPICAL        2       MATEUS SUPERMERCADOS       52702      13                    LUVA MALHA ACO TAM P           2     5.000000     0.000000 2015-08-12 08:40:19.090
        93                                   MATEUS SUPERMERCADOS S.A. MIX MAIOBAO        2       MATEUS SUPERMERCADOS       52737      18         MASCARA SEMI FACIAL S/FILTRO 3M          11     1.000000     0.000000 2014-06-13 18:02:50.440
        10                                      MATEUS SUPERMERCADOS S.A. JARACATI        2       MATEUS SUPERMERCADOS       51479      26            CALCA FRIGORIFICA AZUL TAM G           4     2.000000     0.000000 2014-04-29 18:34:30.660
         1                                  MATEUS SUPERMERCADOS S.A. HIPER BALSAS        2       MATEUS SUPERMERCADOS      149452      22          BOTA HIDROFUGADA BRANCA TAM 39          19     1.000000     0.000000 2015-02-23 14:05:00.807
        27                                    MATEUS SUPERMERCADOS S.A. SUPER TURU        2       MATEUS SUPERMERCADOS      149455      22          BOTA HIDROFUGADA BRANCA TAM 40          20     1.000000     0.000000 2016-05-26 08:02:10.830
        87                                   ARMAZEM MATEUS S.A. CD 87 DAVINOPOLIS        4         ARMAZEM MATEUS S.A       95170      74              LUVA NITRILICA VERDE TAM M           3    10.000000     0.000000 2017-07-20 10:11:06.700
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS      149396      24            BOTA WORK BOOT MARRON TAM 39          19     1.000000     0.000000 2013-11-26 15:43:51.527
         8                               MATEUS SUPERMERCADOS S.A. SUPER TURUZINHO        2       MATEUS SUPERMERCADOS      149456      22          BOTA HIDROFUGADA BRANCA TAM 41          21     1.000000     0.000000 2016-03-24 18:30:19.777
        27                                    MATEUS SUPERMERCADOS S.A. SUPER TURU        2       MATEUS SUPERMERCADOS      149370      19             BOTA COM BICO DE ACO TAM 34          14     1.000000     0.000000 2014-07-17 18:26:40.550
         1                                  MATEUS SUPERMERCADOS S.A. HIPER BALSAS        2       MATEUS SUPERMERCADOS       52773      19             BOTA COM BICO DE ACO TAM 35          15     1.000000     0.000000 2015-09-03 11:17:27.617
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS      149446      22          BOTA HIDROFUGADA BRANCA TAM 36          16     2.000000     0.000000 2015-05-23 16:10:15.947
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS       52696      27                      AVENTAL PVC BRANCO          11     1.000000     0.000000 2016-05-24 13:50:04.637
       331                                 ARMAZEM MATEUS S.A. CD 331 SANTA ISABEL        4         ARMAZEM MATEUS S.A       52781      19             BOTA COM BICO DE ACO TAM 42          22     1.000000     0.000000 2021-06-07 13:02:06.400
       437                      POSTERUS SUPERMERCADOS LTDA. CONCEICAO DO ARAGUAIA       15     POSTERUS SUPERMERCADOS       52698      44                MASCARA DESCARTAVEL PFF2          11         None     0.000000 2023-08-07 00:00:00.000
       254                        MATEUS SUPERMERCADOS S.A. MIX PARQUE DOS CARAJAS        2       MATEUS SUPERMERCADOS       89959      21       BOTA PVC CANO MEDIO BRANCA TAM 38          18         None     0.000000 2023-08-08 00:00:00.000
        25                             MATEUS SUPERMERCADOS S.A. HIPER NOVA MARABA        2       MATEUS SUPERMERCADOS      361264      80                        LUVA DE PU TAM G           4         None     0.000000 2023-08-03 00:00:00.000
        35                               MATEUS SUPERMERCADOS S.A. SUPER CASTANHAL        2       MATEUS SUPERMERCADOS       89950      25           JAPONA FRIGORIFICA AZUL TAM M           3     0.000000     0.000000 2023-08-01 00:00:00.000
       253                            MATEUS SUPERMERCADOS S.A. MIX BELEM PEDREIRA        2       MATEUS SUPERMERCADOS      243813      34         SAPATO STICK SHOE BRANCO TAM 42          22         None     0.000000 2023-08-02 00:00:00.000
       463                        POSTERUS SUPERMERCADOS LTDA. SAO MIGUEL DO GUAMA       15     POSTERUS SUPERMERCADOS      149457      22          BOTA HIDROFUGADA BRANCA TAM 42          22         None     0.000000 2023-08-07 00:00:00.000
         4                              MATEUS SUPERMERCADOS S.A. SUPER RUA GOIAS         2       MATEUS SUPERMERCADOS       52112      23        BOTA COM BICO DE PLASTICO TAM 37          17     2.000000     0.000000 2016-03-17 09:54:25.947
       268                               MATEUS SUPERMERCADOS S.A. MIX PARAGOMINAS        2       MATEUS SUPERMERCADOS      502312      77           AVENTAL EM VINIL TRANSPARENTE          11         None     0.000000 2023-08-09 00:00:00.000
       267                                  MATEUS SUPERMERCADOS S.A. MIX BRAGANCA        2       MATEUS SUPERMERCADOS       52381      23        BOTA COM BICO DE PLASTICO TAM 44          24         None     0.000000 2023-08-02 00:00:00.000
        38                                  MATEUS SUPERMERCADOS S.A. MIX ALTAMIRA        2       MATEUS SUPERMERCADOS      149451      22          BOTA HIDROFUGADA BRANCA TAM 38          18     0.000000     0.000000 2023-08-04 00:00:00.000
        16                                  MATEUS SUPERMERCADOS S.A. SUPER CALHAU        2       MATEUS SUPERMERCADOS      149457      22          BOTA HIDROFUGADA BRANCA TAM 42          22     1.000000     0.000000 2016-04-11 09:30:02.540
        16                                  MATEUS SUPERMERCADOS S.A. SUPER CALHAU        2       MATEUS SUPERMERCADOS       52334      23        BOTA COM BICO DE PLASTICO TAM 41          21     1.000000     0.000000 2016-05-24 18:20:10.030
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS       89964      21       BOTA PVC CANO MEDIO BRANCA TAM 41          21     1.000000     0.000000 2016-02-25 12:01:46.087
        91                                MATEUS SUPERMERCADOS S.A. MIX SANTA INES        2       MATEUS SUPERMERCADOS       52380      23        BOTA COM BICO DE PLASTICO TAM 43          23     1.000000     0.000000 2015-04-24 11:20:11.943
        92                                   MATEUS SUPERMERCADOS S.A. MIX BACURI         2       MATEUS SUPERMERCADOS       92471       8                        LUVA LATEX TAM M           3    10.000000     0.000000 2015-08-22 15:40:08.107
        92                                   MATEUS SUPERMERCADOS S.A. MIX BACURI         2       MATEUS SUPERMERCADOS       89969      21       BOTA PVC CANO MEDIO BRANCA TAM 44          24     1.000000     0.000000 2016-03-21 09:58:05.850
       285                                 MATEUS SUPERMERCADOS S.A. SUPER CRATEUS        2       MATEUS SUPERMERCADOS       52334      23        BOTA COM BICO DE PLASTICO TAM 41          21     1.000000     4.000000 2024-02-13 11:29:41.660
        96                                MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO        2       MATEUS SUPERMERCADOS       95171      74              LUVA NITRILICA VERDE TAM G           4     1.000000    22.000000 2024-04-23 18:27:26.373
       512                                   MATEUS SUPERMERCADOS S.A. MIX ITABUNA        2       MATEUS SUPERMERCADOS      149412      24            BOTA WORK BOOT MARRON TAM 41          21     1.000000     1.000000 2024-04-24 09:39:42.687
       453                                 POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA       15     POSTERUS SUPERMERCADOS      514540      56                    MEIA TERMICA ALGODAO          11     1.000000     4.000000 2024-04-03 19:33:36.293
       508                       MATEUS SUPERMERCADOS S.A. MIX NOSSA SRA DA GLORIA        2       MATEUS SUPERMERCADOS      502326       3                        BALACLAVA BRANCA          11     1.000000     1.000000 2024-04-18 12:43:13.970
        15                              MATEUS SUPERMERCADOS S.A. SUPER ACAILANDIA        2       MATEUS SUPERMERCADOS      149446      22          BOTA HIDROFUGADA BRANCA TAM 36          16     1.000000     0.000000 2016-05-10 13:41:53.043
         6                                  MATEUS SUPERMERCADOS S.A. - RENASCENCA        2       MATEUS SUPERMERCADOS      174348      25           JAPONA FRIGORIFICA AZUL TAM G           4     2.000000     0.000000 2015-12-22 12:30:00.647
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS       52696      27                      AVENTAL PVC BRANCO          11     3.000000     0.000000 2016-06-23 09:47:32.340
        31                             MATEUS SUPERMERCADOS S.A. SUPER PATIO NORTE        2       MATEUS SUPERMERCADOS      149439       7                 LUVA TERMICA P\FORNEIRO          11     2.000000     0.000000 2016-04-25 10:03:14.010
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS       52381      23        BOTA COM BICO DE PLASTICO TAM 44          24     1.000000     0.000000 2016-05-24 13:50:04.637
