 id_filial                                                               descricao  empresa               desc_empresa  id_produto  id_epi                       descricao_produto  id_tamanho qtde_entrada saldoestoque             dataentrada
       276                                    MATEUS SUPERMERCADOS S.A. MIX BENGUI        2       MATEUS SUPERMERCADOS      502392      89             BOTA WORK BOOT PRETA TAM 43          23     1.000000     0.000000 2024-05-18 11:26:00.330
        60                 INDUSTRIA DE PAES E MASSAS MATEUS LTDA. FABRICA DE PAES        1 INDUSTRIA DE MASSAS E PAES      149456      22          BOTA HIDROFUGADA BRANCA TAM 41          21     2.000000     7.000000 2024-03-06 08:24:12.877
        56                             MATEUS SUPERMERCADOS S.A. ELETRO RUA DA PAZ        2       MATEUS SUPERMERCADOS       52780      19             BOTA COM BICO DE ACO TAM 40          20     1.000000     0.000000 2015-12-08 08:00:00.870
        51                                  MATEUS SUPERMERCADOS S.A. MIX MARITUBA        2       MATEUS SUPERMERCADOS       52780      19             BOTA COM BICO DE ACO TAM 40          20         None     0.000000 2023-08-04 00:00:00.000
       208                       MATEUS SUPERMERCADOS S.A. SUPER CANAA DOS CARAJAS        2       MATEUS SUPERMERCADOS      149455      22          BOTA HIDROFUGADA BRANCA TAM 40          20         None     0.000000 2023-08-01 00:00:00.000
       437                      POSTERUS SUPERMERCADOS LTDA. CONCEICAO DO ARAGUAIA       15     POSTERUS SUPERMERCADOS      149439       7                 LUVA TERMICA P\FORNEIRO          11         None     0.000000 2023-08-07 00:00:00.000
       252                         MATEUS SUPERMERCADOS S.A. MIX TERESINA-NOVAFAPI        2       MATEUS SUPERMERCADOS      149396      24            BOTA WORK BOOT MARRON TAM 39          19         None     0.000000 2023-08-09 00:00:00.000
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS       63281      29                 PROTETOR AURICULAR PLUG          11     3.000000     0.000000 2016-04-25 09:44:08.877
        28                               MATEUS SUPERMERCADOS S.A. MIX PARAUAPEBAS        2       MATEUS SUPERMERCADOS       89966      21       BOTA PVC CANO MEDIO BRANCA TAM 42          22     1.000000     0.000000 2016-04-25 18:50:04.993
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS       52698      44                MASCARA DESCARTAVEL PFF2          11     1.000000     0.000000 2016-03-31 18:07:45.760
        93                                   MATEUS SUPERMERCADOS S.A. MIX MAIOBAO        2       MATEUS SUPERMERCADOS       52328      23        BOTA COM BICO DE PLASTICO TAM 39          19     1.000000     0.000000 2016-05-31 15:00:10.550
       502                             MATEUS SUPERMERCADOS S.A. SUPER SANTA CLARA        2       MATEUS SUPERMERCADOS      149382      24            BOTA WORK BOOT MARRON TAM 36          16     2.000000     1.000000 2023-10-31 21:56:46.700
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS      149444      22          BOTA HIDROFUGADA BRANCA TAM 35          15     2.000000     0.000000 2013-07-25 18:52:10.840
        26                               MATEUS SUPERMERCADOS S.A. MIX NOVA MARABA        2       MATEUS SUPERMERCADOS       52783      19             BOTA COM BICO DE ACO TAM 43          23     1.000000     0.000000 2018-12-04 15:32:12.587
        31                             MATEUS SUPERMERCADOS S.A. SUPER PATIO NORTE        2       MATEUS SUPERMERCADOS       52773      19             BOTA COM BICO DE ACO TAM 35          15    10.000000     0.000000 2015-02-27 10:00:04.500
        75                                MATEUS SUPERMERCADOS S.A. ELETRO ANGELIM        2       MATEUS SUPERMERCADOS       89960      21       BOTA PVC CANO MEDIO BRANCA TAM 39          19     1.000000     0.000000 2015-06-22 10:50:01.040
        31                             MATEUS SUPERMERCADOS S.A. SUPER PATIO NORTE        2       MATEUS SUPERMERCADOS      149440      22          BOTA HIDROFUGADA BRANCA TAM 34          14     1.000000     0.000000 2016-03-23 14:22:11.257
        95                                MATEUS SUPERMERCADOS S.A. MIX TAMANDARE         2       MATEUS SUPERMERCADOS       52736       2      CAPACETE ABA FRONTA BRANCO C/ CARN          11     1.000000     0.000000 2015-05-11 09:40:17.623
        96                                MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO        2       MATEUS SUPERMERCADOS       92471       8                        LUVA LATEX TAM M           3     1.000000     0.000000 2015-06-13 16:30:10.343
        31                             MATEUS SUPERMERCADOS S.A. SUPER PATIO NORTE        2       MATEUS SUPERMERCADOS       52774      19             BOTA COM BICO DE ACO TAM 36          16    10.000000     0.000000 2015-02-27 10:00:03.320
        91                                MATEUS SUPERMERCADOS S.A. MIX SANTA INES        2       MATEUS SUPERMERCADOS       52704      72                       LUVA P/FRIO TAM G           4     2.000000     0.000000 2014-05-12 11:20:40.663
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS       52737      18         MASCARA SEMI FACIAL S/FILTRO 3M          11     4.000000     0.000000 2014-06-13 18:25:31.053
        20                                   MATEUS SUPERMERCADOS S.A. MIX VINHAIS        2       MATEUS SUPERMERCADOS       89951      25           JAPONA FRIGORIFICA AZUL TAM P           2     2.000000     0.000000 2015-11-24 10:50:20.947
         4                              MATEUS SUPERMERCADOS S.A. SUPER RUA GOIAS         2       MATEUS SUPERMERCADOS       92471       8                        LUVA LATEX TAM M           3     2.000000     0.000000 2015-07-31 09:09:53.500
       116                                        ARMAZEM MATEUS SA - ITAPERA KM12        4         ARMAZEM MATEUS S.A       89961      21       BOTA PVC CANO MEDIO BRANCA TAM 40          20     1.000000     0.000000 2019-04-13 15:28:29.883
         2                              MATEUS SUPERMERCADOS S.A. SUPER RUA CEARA         2       MATEUS SUPERMERCADOS      174348      25           JAPONA FRIGORIFICA AZUL TAM G           4     1.000000     0.000000 2015-11-26 11:01:14.730
       331                                 ARMAZEM MATEUS S.A. CD 331 SANTA ISABEL        4         ARMAZEM MATEUS S.A       52774      19             BOTA COM BICO DE ACO TAM 36          16     3.000000     0.000000 2021-06-07 13:02:06.400
       116                                        ARMAZEM MATEUS SA - ITAPERA KM12        4         ARMAZEM MATEUS S.A      149390      24            BOTA WORK BOOT MARRON TAM 38          18     2.000000     0.000000 2019-03-22 17:52:01.477
        18                                MATEUS SUPERMERCADOS S.A. SUPER COHATRAC        2       MATEUS SUPERMERCADOS       89964      21       BOTA PVC CANO MEDIO BRANCA TAM 41          21     1.000000     0.000000 2016-06-22 08:55:14.110
         2                              MATEUS SUPERMERCADOS S.A. SUPER RUA CEARA         2       MATEUS SUPERMERCADOS       52701      13                    LUVA MALHA ACO TAM M           3     1.000000     0.000000 2015-11-11 10:21:01.270
        72                                MATEUS SUPERMERCADOS S.A. ELETRO VINHAIS        2       MATEUS SUPERMERCADOS       95170      74              LUVA NITRILICA VERDE TAM M           3     1.000000     0.000000 2013-12-13 12:32:19.457
        27                                    MATEUS SUPERMERCADOS S.A. SUPER TURU        2       MATEUS SUPERMERCADOS       89971      21       BOTA PVC CANO MEDIO BRANCA TAM 45          25     4.000000     0.000000 2013-07-17 11:55:30.923
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS       52780      19             BOTA COM BICO DE ACO TAM 40          20     1.000000     0.000000 2016-06-16 09:16:07.140
        34                              MATEUS SUPERMERCADOS S.A. HIPER RENASCENCA        2       MATEUS SUPERMERCADOS       89961      21       BOTA PVC CANO MEDIO BRANCA TAM 40          20     1.000000     0.000000 2017-01-26 17:09:13.213
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS       52328      23        BOTA COM BICO DE PLASTICO TAM 39          19     1.000000     0.000000 2016-01-23 17:31:11.640
         2                              MATEUS SUPERMERCADOS S.A. SUPER RUA CEARA         2       MATEUS SUPERMERCADOS       89964      21       BOTA PVC CANO MEDIO BRANCA TAM 41          21     1.000000     0.000000 2016-05-11 09:40:45.010
        65                             MATEUS SUPERMERCADOS S.A. ELETRO SANTA INES        2       MATEUS SUPERMERCADOS       52784      19             BOTA COM BICO DE ACO TAM 44          24     2.000000     0.000000 2014-10-06 17:00:29.890
         6                                  MATEUS SUPERMERCADOS S.A. - RENASCENCA        2       MATEUS SUPERMERCADOS       89953      26            CALCA FRIGORIFICA AZUL TAM M           3     4.000000     0.000000 2016-01-14 13:40:00.777
        66                          MATEUS SUPERMERCADOS S.A. ELETRO SAO FRANCISCO        2       MATEUS SUPERMERCADOS       52784      19             BOTA COM BICO DE ACO TAM 44          24     1.000000     0.000000 2013-12-09 17:41:40.250
        10                                      MATEUS SUPERMERCADOS S.A. JARACATI        2       MATEUS SUPERMERCADOS       95169      74              LUVA NITRILICA VERDE TAM P           2     2.000000     0.000000 2015-09-29 19:13:49.677
        65                             MATEUS SUPERMERCADOS S.A. ELETRO SANTA INES        2       MATEUS SUPERMERCADOS       52716       4           OCULOS DE SEGURANï¿½A INCOLOR          11     2.000000     0.000000 2015-07-02 09:50:05.057
         3                              MATEUS SUPERMERCADOS S.A. SUPER SANTA INES        2       MATEUS SUPERMERCADOS       89968      21       BOTA PVC CANO MEDIO BRANCA TAM 43          23     1.000000     0.000000 2015-07-29 08:12:00.600
        26                               MATEUS SUPERMERCADOS S.A. MIX NOVA MARABA        2       MATEUS SUPERMERCADOS       52779      19             BOTA COM BICO DE ACO TAM 37          17     1.000000     0.000000 2019-04-20 09:41:44.610
       290                            MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM        2       MATEUS SUPERMERCADOS      232927      24            BOTA WORK BOOT MARRON TAM 44          24     1.000000     2.000000 2024-01-31 09:55:42.680
       290                            MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM        2       MATEUS SUPERMERCADOS       52784      19             BOTA COM BICO DE ACO TAM 44          24     1.000000     1.000000 2024-01-31 09:55:34.783
        18                                MATEUS SUPERMERCADOS S.A. SUPER COHATRAC        2       MATEUS SUPERMERCADOS      149457      22          BOTA HIDROFUGADA BRANCA TAM 42          22     1.000000     0.000000 2015-10-15 17:10:55.540
       115                                        ARMAZEM MATEUS S.A. CD 115 BELEM        4         ARMAZEM MATEUS S.A      283347      90          SAPATO STICK SHOE PRETO TAM 39          19     2.000000     0.000000 2018-10-04 11:22:38.453
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS      149405      24            BOTA WORK BOOT MARRON TAM 40          20     1.000000     2.000000 2024-02-24 17:26:24.013
       119 INDUSTRIA DE PAES E MASSAS MATEUS LTDA. C PERECIVEIS MATEUS DAVINOPOLIS        1 INDUSTRIA DE MASSAS E PAES      243805      34         SAPATO STICK SHOE BRANCO TAM 34          14     2.000000     2.000000 2024-02-14 16:23:27.980
         3                              MATEUS SUPERMERCADOS S.A. SUPER SANTA INES        2       MATEUS SUPERMERCADOS       89953      26            CALCA FRIGORIFICA AZUL TAM M           3     1.000000     0.000000 2024-02-07 16:28:44.167
        15                              MATEUS SUPERMERCADOS S.A. SUPER ACAILANDIA        2       MATEUS SUPERMERCADOS       52784      19             BOTA COM BICO DE ACO TAM 44          24     0.065000     0.000000 2014-10-13 08:20:22.620
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS      174348      25           JAPONA FRIGORIFICA AZUL TAM G           4     1.000000     4.000000 2024-02-28 13:08:28.567
        26                               MATEUS SUPERMERCADOS S.A. MIX NOVA MARABA        2       MATEUS SUPERMERCADOS      149419      24            BOTA WORK BOOT MARRON TAM 42          22     1.000000     0.000000 2013-09-07 00:00:22.650
        81                                      ARMAZEM MATEUS S.A. CD 81 SAO LUIS        4         ARMAZEM MATEUS S.A       52777      19             BOTA COM BICO DE ACO TAM 39          19    40.000000     0.000000 2019-01-11 19:41:47.067
       119 INDUSTRIA DE PAES E MASSAS MATEUS LTDA. C PERECIVEIS MATEUS DAVINOPOLIS        1 INDUSTRIA DE MASSAS E PAES       52702      13                    LUVA MALHA ACO TAM P           2     2.000000     0.000000 2024-04-10 08:25:26.850
       415                               POSTERUS SUPERMERCADOS LTDA. SAO BERNARDO       15     POSTERUS SUPERMERCADOS      149419      24            BOTA WORK BOOT MARRON TAM 42          22     1.000000     1.000000 2024-04-08 13:24:58.533
        96                                MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO        2       MATEUS SUPERMERCADOS       89969      21       BOTA PVC CANO MEDIO BRANCA TAM 44          24     1.000000     0.000000 2024-04-10 18:24:09.357
       502                             MATEUS SUPERMERCADOS S.A. SUPER SANTA CLARA        2       MATEUS SUPERMERCADOS      243809      34         SAPATO STICK SHOE BRANCO TAM 38          18     1.000000     1.000000 2024-04-12 19:35:08.300
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS       52735      28                         AVENTAL TERMICO          11     6.000000     0.000000 2015-04-27 11:21:23.703
       453                                 POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA       15     POSTERUS SUPERMERCADOS       52334      23        BOTA COM BICO DE PLASTICO TAM 41          21     5.000000     4.000000 2024-01-25 18:45:23.937
       415                               POSTERUS SUPERMERCADOS LTDA. SAO BERNARDO       15     POSTERUS SUPERMERCADOS       52378      23        BOTA COM BICO DE PLASTICO TAM 42          22     1.000000     1.000000 2024-01-31 17:16:41.460
